"objectname","id","rating","numplays","weight","own","fortrade","want","wanttobuy","wanttoplay","prevowned","preordered","wishlist","wishlistpriority","wishlistcomment","comment","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname","BG","BH","BI","BJ","BK","BL","BM","BN","BO","BP","BQ","BR","BS","BT","BU","BV","BW","BX","BY","BZ","CA","CB","CC","CD","CE","CF"
"Das Duell um die Geld","216895","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","119132402","5.54078","6.81025","2","12982","162","thing","Das Duell um die Geld","3","5","150","150","60","2016","","","","","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dune: Geheimnisse der Häuser","329713","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111435547","5.39492","5.11226","1.2632","26222","2410","thing","Dune: House Secrets","1","4","180","180","90","2021","1","2","3","4","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele Portal Games","German","2021","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Dune: Imperium","316554","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110489884","8.2291","8.43484","3.0471","6","62524","thing","Dune: Imperium","1","4","120","120","60","2022","1","2","3","4","3","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Dire Wolf","German","2022","German second edition","","","","","","","","","","","","","","","","","","","","","",""
"Dungeon Petz","97207","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110687237","7.15046","7.40096","3.6215","318","19598","thing","Dungeon Petz","2","4","90","90","90","2011","2","3","4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dungeon Roll","138788","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112785945","5.92102","6.08764","1.3284","3384","15520","thing","Dungeon Roll","1","4","30","30","15","2016","1","2","3","2","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2016","German second edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Dungeons; Dice & Danger","349463","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495630","6.27411","7.06235","1.9245","1770","5423","thing","Dungeons"," Dice & Danger","1","4","60","60","45","2022","1","2","3","4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Duplik","22348","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","112355146","6.23972","6.96466","1.2162","1874","3807","thing","Duplik","3","10","45","45","45","2005","3","4","5","6","7","8","9","10","5","6","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"echoes: Der Cocktail","342210","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111375740","5.72485","6.59563","1.2632","5294","1317","thing","echoes: The Cocktail","1","6","60","60","60","2021","1","2","3","4","2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Ravensburger","German","2021","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Eight-Minute Empire: Legends","142326","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110661836","6.5069","6.91762","1.9701","1196","8203","thing","Eight-Minute Empire: Legends","2","4","20","20","8","2013","2","3","4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elder Sign","100423","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110595503","6.79229","6.97154","2.3435","708","41805","thing","Elder Sign","1","8","90","90","90","2011","1","2","3","4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electronic Dream Phone","6578","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495837","5.51626","6.07847","2","18036","344","thing","Electronic Dream Phone","1","4","20","20","20","1991","2","3","4","3","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elfenland","10","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496260","6.43499","6.6794","2.1528","1361","11225","thing","Elfenland","2","6","60","60","60","1998","3","4","5","6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elfer raus!","2086","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","111018182","5.41429","5.25362","1.1081","26153","2128","thing","Elfer raus!","2","6","30","30","30","2005","3","4","5","6","3","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ravensburger","German","2005","Ravensburger German edition 2005","","","","","","","","","","","","","","","","","","","","","",""
"Enchanted Forest","938","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110661512","5.60237","5.721","1.2447","8300","6924","thing","Enchanted Forest","2","6","60","60","30","1981","2","3","4","5","6","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Entdecker","200","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111242845","5.87296","6.4211","2.2468","3730","2601","thing","Entdecker","2","4","60","60","60","1996","2","3","4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Goldsieber Spiele","German","1996","Goldsieber German first edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh","221366","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110557357","5.70496","6.52317","1.6","5638","2212","thing","Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh","2","6","30","30","30","2017","2","3","4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill","173200","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110557350","5.98035","6.55183","1.6","2996","6369","thing","Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill","2","6","45","45","30","2015","2","3","4","5","3","4","5","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Era: Medieval Age","270971","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495917","6.57905","7.20256","2.25","1056","6600","thing","Era: Medieval Age","1","4","60","60","45","2019","1","2","3","4","2","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Escape from the Starline Express","296291","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110493362","5.48863","5.19094","1.3333","23906","250","thing","Escape from the Starline Express","2","8","90","90","90","2019","1","2","3","4","2","10+","","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eselsbrücke","90009","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110594913","5.75488","6.98828","1.6957","4862","821","thing","Eselsbrücke","3","12","45","45","30","2011","3","4","5","6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Everdell","199792","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495055","7.84751","8.02658","2.8263","35","81944","thing","Everdell","1","4","80","80","40","2021","1","2","3","4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2021","Pegasus German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Everdell: Pearlbrook","259996","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495158","6.8711","7.63034","2.7937","0","15308","thing","Everdell: Pearlbrook","1","4","80","80","40","2021","1","2","3","4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Pegasus Spiele","German","2021","German first edition","","","","","","","","","","","","","","","","","","","","","","",""
"Evolution","155703","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496165","6.83049","7.04663","2.4232","660","23412","thing","Evolution","2","6","60","60","60","2014","2","3","4","5","6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Evolution: Climate","182134","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656563","7.0218","7.48417","2.7294","435","13469","thing","Evolution: Climate","2","6","60","60","60","2016","2","3","4","5","6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXIT: Das Spiel – Die Grabkammer des Pharao","203416","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","110489547","6.76142","7.15674","2.7619","751","11947","thing","Exit: The Game – The Pharaoh's Tomb","1","6","90","90","45","2016","1","2","3","4","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2016","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"EXIT: Das Spiel – Die Känguru-Eskapaden","269967","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","110959531","5.80794","6.88668","2.3125","4278","973","thing","EXIT: Das Spiel – Die Känguru-Eskapaden","1","4","90","90","45","2019","1","2","3","4","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2019","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"EXIT: Das Spiel – Die unheimliche Villa","226520","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","110595240","6.47476","7.26156","2.4737","1266","5225","thing","Exit: The Game – The Sinister Mansion","1","4","90","90","45","2018","1","2","3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2018","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
